Unnamed: 0,product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2,product_length,product_depth,product_width,cluster_id,hierarchy1_id,hierarchy2_id,hierarchy3_id,hierarchy4_id,hierarchy5_id,storetype_id,store_size,city_id
16029792,P0129,S0078,2019-07-14,1.0,15.17,1.0,31.95,PR06,high,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16050387,P0129,S0078,2019-07-15,0.0,0.0,1.0,31.95,PR06,high,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16070985,P0129,S0078,2019-07-16,0.0,0.0,1.0,31.95,PR06,high,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16091543,P0129,S0078,2019-07-17,0.0,0.0,1.0,31.95,PR06,high,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16112065,P0129,S0078,2019-07-18,0.0,0.0,1.0,31.95,PR06,high,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16132594,P0129,S0078,2019-07-19,0.0,0.0,1.0,31.95,PR06,high,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16153102,P0129,S0078,2019-07-20,0.0,0.0,1.0,31.95,PR14,,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16173726,P0129,S0078,2019-07-21,0.0,0.0,1.0,31.95,PR14,,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16194188,P0129,S0078,2019-07-22,0.0,0.0,1.0,31.95,PR14,,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16214611,P0129,S0078,2019-07-23,0.0,0.0,1.0,31.95,PR14,,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16235034,P0129,S0078,2019-07-24,0.0,0.0,4.0,31.95,PR14,,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
16255464,P0129,S0078,2019-07-25,0.0,0.0,4.0,31.95,PR14,,PR03,,,,22.2,22.2,44.4,cluster_0,H01,H0107,H010701,H01070110,H0107011026,ST04,19,C036
