Unnamed: 0,product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2,product_length,product_depth,product_width,cluster_id,hierarchy1_id,hierarchy2_id,hierarchy3_id,hierarchy4_id,hierarchy5_id,storetype_id,store_size,city_id
2166275,P0116,S0058,2017-06-09,0.0,0.0,14.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2180912,P0116,S0058,2017-06-10,0.0,0.0,14.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2195487,P0116,S0058,2017-06-11,0.0,0.0,14.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2210060,P0116,S0058,2017-06-12,0.0,0.0,14.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2224674,P0116,S0058,2017-06-13,0.0,0.0,14.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2239308,P0116,S0058,2017-06-14,0.0,0.0,14.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2253960,P0116,S0058,2017-06-15,0.0,0.0,14.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2268625,P0116,S0058,2017-06-16,0.0,0.0,14.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2283345,P0116,S0058,2017-06-17,0.0,0.0,14.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2298022,P0116,S0058,2017-06-18,0.0,0.0,14.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2312718,P0116,S0058,2017-06-19,0.0,0.0,14.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2327461,P0116,S0058,2017-06-20,0.0,0.0,14.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2342199,P0116,S0058,2017-06-21,0.0,0.0,32.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2356977,P0116,S0058,2017-06-22,0.0,0.0,32.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2371781,P0116,S0058,2017-06-23,0.0,0.0,32.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2386646,P0116,S0058,2017-06-24,0.0,0.0,50.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2401468,P0116,S0058,2017-06-25,0.0,0.0,50.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2416196,P0116,S0058,2017-06-26,0.0,0.0,50.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2430992,P0116,S0058,2017-06-27,0.0,0.0,50.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2445782,P0116,S0058,2017-06-28,0.0,0.0,50.0,1.15,PR10,verylow,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2460517,P0116,S0058,2017-06-29,0.0,0.0,50.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2475124,P0116,S0058,2017-06-30,0.0,0.0,50.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2489810,P0116,S0058,2017-07-01,0.0,0.0,50.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2504514,P0116,S0058,2017-07-02,0.0,0.0,50.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2519243,P0116,S0058,2017-07-03,0.0,0.0,50.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2534031,P0116,S0058,2017-07-04,0.0,0.0,50.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2548856,P0116,S0058,2017-07-05,0.0,0.0,50.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2563681,P0116,S0058,2017-07-06,0.0,0.0,50.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2578565,P0116,S0058,2017-07-07,1.0,1.06,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2593483,P0116,S0058,2017-07-08,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2608382,P0116,S0058,2017-07-09,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2623268,P0116,S0058,2017-07-10,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2638193,P0116,S0058,2017-07-11,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2653119,P0116,S0058,2017-07-12,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2668083,P0116,S0058,2017-07-13,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2683087,P0116,S0058,2017-07-14,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2698127,P0116,S0058,2017-07-15,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2713148,P0116,S0058,2017-07-16,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2728130,P0116,S0058,2017-07-17,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2743198,P0116,S0058,2017-07-18,0.0,0.0,49.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2758269,P0116,S0058,2017-07-19,5.0,5.32,44.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2773323,P0116,S0058,2017-07-20,0.0,0.0,44.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2788388,P0116,S0058,2017-07-21,0.0,0.0,44.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2803451,P0116,S0058,2017-07-22,2.0,2.13,42.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2818455,P0116,S0058,2017-07-23,3.0,3.19,39.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
2833429,P0116,S0058,2017-07-24,5.0,5.32,34.0,1.15,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,17,C014
