Unnamed: 0,product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2,product_length,product_depth,product_width,cluster_id,hierarchy1_id,hierarchy2_id,hierarchy3_id,hierarchy4_id,hierarchy5_id,storetype_id,store_size,city_id
398807,P0140,S0067,2017-02-01,0.0,0.0,1.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
412034,P0140,S0067,2017-02-02,0.0,0.0,1.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
425312,P0140,S0067,2017-02-03,1.0,5.5,0.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
491850,P0140,S0067,2017-02-08,0.0,0.0,3.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
505193,P0140,S0067,2017-02-09,0.0,0.0,3.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
518519,P0140,S0067,2017-02-10,0.0,0.0,3.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
531873,P0140,S0067,2017-02-11,0.0,0.0,3.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
545185,P0140,S0067,2017-02-12,0.0,0.0,3.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
558480,P0140,S0067,2017-02-13,0.0,0.0,3.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
571785,P0140,S0067,2017-02-14,1.0,5.5,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
585096,P0140,S0067,2017-02-15,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
598422,P0140,S0067,2017-02-16,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
611773,P0140,S0067,2017-02-17,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
625154,P0140,S0067,2017-02-18,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
638514,P0140,S0067,2017-02-19,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
651884,P0140,S0067,2017-02-20,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
665283,P0140,S0067,2017-02-21,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
678713,P0140,S0067,2017-02-22,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
692169,P0140,S0067,2017-02-23,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
705653,P0140,S0067,2017-02-24,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
719177,P0140,S0067,2017-02-25,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
732626,P0140,S0067,2017-02-26,0.0,0.0,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
746042,P0140,S0067,2017-02-27,1.0,5.5,2.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
759433,P0140,S0067,2017-02-28,0.0,0.0,1.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
772808,P0140,S0067,2017-03-01,1.0,5.5,0.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
867039,P0140,S0067,2017-03-08,0.0,0.0,3.0,5.5,PR14,,PR03,,,,2.0,27.0,21.0,cluster_0,H03,H0313,H031307,H03130700,H0313070008,ST04,16,C014
