Unnamed: 0,product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2,product_length,product_depth,product_width,cluster_id,hierarchy1_id,hierarchy2_id,hierarchy3_id,hierarchy4_id,hierarchy5_id,storetype_id,store_size,city_id
7993475,P0116,S0048,2018-05-31,0.0,0.0,108.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8012615,P0116,S0048,2018-06-01,2.0,2.13,106.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8031775,P0116,S0048,2018-06-02,0.0,0.0,106.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8051111,P0116,S0048,2018-06-03,0.0,0.0,106.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8070410,P0116,S0048,2018-06-04,0.0,0.0,106.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8089732,P0116,S0048,2018-06-05,0.0,0.0,106.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8109098,P0116,S0048,2018-06-06,0.0,0.0,106.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8128497,P0116,S0048,2018-06-07,0.0,0.0,106.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8147958,P0116,S0048,2018-06-08,4.0,3.7,102.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8167429,P0116,S0048,2018-06-09,0.0,0.0,102.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8186963,P0116,S0048,2018-06-10,0.0,0.0,102.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8206443,P0116,S0048,2018-06-11,0.0,0.0,102.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8225899,P0116,S0048,2018-06-12,3.0,2.78,99.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8245386,P0116,S0048,2018-06-13,0.0,0.0,99.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8264857,P0116,S0048,2018-06-14,0.0,0.0,99.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8284348,P0116,S0048,2018-06-15,0.0,0.0,99.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8303782,P0116,S0048,2018-06-16,0.0,0.0,99.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8323350,P0116,S0048,2018-06-17,0.0,0.0,99.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8342899,P0116,S0048,2018-06-18,2.0,2.13,97.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8362424,P0116,S0048,2018-06-19,4.0,3.7,93.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8382005,P0116,S0048,2018-06-20,28.0,25.93,65.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8401632,P0116,S0048,2018-06-21,0.0,0.0,65.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8421320,P0116,S0048,2018-06-22,0.0,0.0,65.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8441044,P0116,S0048,2018-06-23,0.0,0.0,65.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8460828,P0116,S0048,2018-06-24,5.0,5.32,60.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8480551,P0116,S0048,2018-06-25,0.0,0.0,60.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8500271,P0116,S0048,2018-06-26,0.0,0.0,60.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8520018,P0116,S0048,2018-06-27,0.0,0.0,60.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8539747,P0116,S0048,2018-06-28,0.0,0.0,60.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8559464,P0116,S0048,2018-06-29,0.0,0.0,60.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8579149,P0116,S0048,2018-06-30,0.0,0.0,60.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8777059,P0116,S0048,2018-07-10,0.0,0.0,36.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8796883,P0116,S0048,2018-07-11,0.0,0.0,36.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8816724,P0116,S0048,2018-07-12,0.0,0.0,36.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8836617,P0116,S0048,2018-07-13,0.0,0.0,36.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8856557,P0116,S0048,2018-07-14,18.0,16.67,18.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8876518,P0116,S0048,2018-07-15,0.0,0.0,18.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
8896442,P0116,S0048,2018-07-16,0.0,0.0,18.0,,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST01,83,C031
