Unnamed: 0,product_id,store_id,date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2,promo_discount_type_2,product_length,product_depth,product_width,cluster_id,hierarchy1_id,hierarchy2_id,hierarchy3_id,hierarchy4_id,hierarchy5_id,storetype_id,store_size,city_id
1276671,P0116,S0087,2017-04-07,0.0,0.0,16.0,0.85,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1290536,P0116,S0087,2017-04-08,0.0,0.0,16.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1304373,P0116,S0087,2017-04-09,0.0,0.0,16.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1318196,P0116,S0087,2017-04-10,10.0,7.41,6.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1332043,P0116,S0087,2017-04-11,0.0,0.0,6.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1345935,P0116,S0087,2017-04-12,0.0,0.0,6.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1359838,P0116,S0087,2017-04-13,0.0,0.0,6.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1373759,P0116,S0087,2017-04-14,0.0,0.0,6.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1387672,P0116,S0087,2017-04-15,0.0,0.0,6.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1401594,P0116,S0087,2017-04-16,0.0,0.0,6.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1415487,P0116,S0087,2017-04-17,0.0,0.0,6.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
1429413,P0116,S0087,2017-04-18,0.0,0.0,3.0,0.8,PR14,,PR03,,,,0.5,14.0,6.0,cluster_3,H00,H0002,H000200,H00020009,H0002000926,ST04,23,C031
